mfg,group,sub-group,product_line,product_number,description,url
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* Level 3 Fog-Free Surgical Mask,48208,"Color:Orange, SO SOFT* Lining:Yes, UK SKU:P4820827, Fog Resistance:N/A, PFE (.1):≥ 99%, BFE (3):≥ 99%, Brand:FLUIDSHIELD* Level 3, UNSPSC Classification:42131606, Sterile:No, Level of Protection:Level 3, Name:FLUIDSHIELD* Level 3 Fog-Free Surgical Mask, Type:Surgical, FLUIDSHIELD* :Yes, Style:Pleat, Fluid Resistant:Yes, Fluid Protection:High, ASTM F2100-11:Yes, ASTM Level of Protection:3, SPLASH RESISTANCE (80,120,160):160, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-3-fog-free-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* Level 3 Fog-Free Surgical Mask,48207,"Color:Orange, SO SOFT* Lining:Yes, UK SKU:P4820702, Fog Resistance:Fog-Free with Foam Strip, PFE (.1):≥ 99%, BFE (3):≥ 99%, Brand:FLUIDSHIELD* Level 3, UNSPSC Classification:42131606, Sterile:No, Level of Protection:Level 3, Name:FLUIDSHIELD* Level 3 Fog-Free Surgical Mask, Type:Surgical, FLUIDSHIELD* :Yes, Style:Pleat, Fluid Resistant:Yes, Fluid Protection:High, ASTM F2100-11:Yes, ASTM Level of Protection:3, SPLASH RESISTANCE (80,120,160):160, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-3-fog-free-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"FLUIDSHIELD* Level 3 Fog-Free Surgical Mask, WrapAround Visor",48248,"Protection Visor Type:Wraparound Visor, PFE (.1):≥ 99%, Brand:FLUIDSHIELD* Level 3, Sterile:No, Color:Orange, Name:FLUIDSHIELD* Level 3 Fog-Free Surgical Mask, WrapAround Visor, Type:Surgical, FLUIDSHIELD* :Yes, Style:Pleat, SO SOFT* Lining:Yes, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:Yes, Fluid Protection:High, ASTM F2100-11:Yes, ASTM Level of Protection:3, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):160, Items Per Box:25, Boxes Per Case:4, Items Per Case:100",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-3-fog-free-surgical-mask-wraparound-visor.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"FLUIDSHIELD* Level 3 Fog-Free Surgical Mask, WrapAround Visor",28804,"Protection Visor Type:Wraparound Visor, PFE (.1):99.0%, Brand:FLUIDSHIELD* Level 3, Sterile:No, Color:Orange, Name:FLUIDSHIELD* Level 3 Fog-Free Surgical Mask, WrapAround Visor, Type:Surgical, FLUIDSHIELD* :Yes, Style:Pleat, SO SOFT* Lining:Yes, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:Yes, Fluid Protection:High, ASTM F2100-11:Yes, ASTM Level of Protection:3, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):160, Items Per Box:25, Boxes Per Case:4, Items Per Case:100",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-3-fog-free-surgical-mask-wraparound-visor.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"FLUIDSHIELD* Level 3 Duckbill Surgical Mask with SO SOFT* Lining, Anti-Glare WrapAround Visor, Orange",49216,", Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:Blue, Name:HALYARD* Duckbill Fog-Free Surgical Mask, UK SKU:P4921637, Type:Surgical, Style:Pouch, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 99%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/kc300-fluidshield-duckbill-surgical-mask-with-so-soft-lining-anti-glare-wraparound-visor-orange.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"FLUIDSHIELD* Level 3 Duckbill Surgical Mask with SO SOFT* Lining, Orange",37525,"Color:Green, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Level of Protection:N/A, Name:HALYARD* Duckbill Surgical Mask, Type:Surgical, Style:Pouch, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 96%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 97%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/kc300-fluidshield-duckbill-surgical-mask-with-so-soft-lining-orange.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"FLUIDSHIELD* Level 3 Duckbill Surgical Mask with SO SOFT* Lining, Orange",48220,"Color:Blue, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Level of Protection:N/A, Name:HALYARD* Duckbill Surgical Mask, Type:Surgical, Style:Pouch, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 96%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 97%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/kc300-fluidshield-duckbill-surgical-mask-with-so-soft-lining-orange.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"FLUIDSHIELD* Level 2 Fog-Free Surgical Mask, WrapAround Visor",28809,"FLUIDSHIELD* :N/A, DELTA P:4.5, UK SKU:P2880902, BFE (3):99.9%, PFE (.1):99.0%, Color:Blue with Orange Cross Hatch, Fluid Protection:Moderate, ASTM Level of Protection:2, ASTM F2100-11:Yes, SO SOFT* Lining:No, SPLASH RESISTANCE (80,120,160):120, Brand:FLUIDSHIELD* Level 2, UNSPSC Classification:42131606, Sterile:No, Level of Protection:Level 2, Name:FLUIDSHIELD* Level 2 Fog-Free Surgical Mask, WrapAround Visor, Type:Surgical, Style:Pleat, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:Yes, Items Per Box:25, Boxes Per Case:4, Items Per Case:100",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-2-fog-free-surgical-mask-wraparound-visor.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"FLUIDSHIELD* Level 2 Fog-Free Surgical Mask, WrapAround Visor",62114,"FLUIDSHIELD* :N/A, BFE (3):≥ 98%, UK SKU:P6211437, PFE (.1):≥ 98%, Color:Blue with Orange Cross Hatch, Fluid Protection:Moderate, ASTM Level of Protection:N/A, ASTM F2100-11:No, SO SOFT* Lining:No, SPLASH RESISTANCE (80,120,160):120, Brand:FLUIDSHIELD* Level 2, UNSPSC Classification:42131606, Sterile:No, Level of Protection:Level 2, Name:FLUIDSHIELD* Level 2 Fog-Free Surgical Mask, WrapAround Visor, Type:Surgical, Style:Pleat, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:Yes, Items Per Box:25, Boxes Per Case:4, Items Per Case:100",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-2-fog-free-surgical-mask-wraparound-visor.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* Level 2 Fog-Free Surgical Mask,28808,"PFE (.1):99.1%, BFE (3):99.9%, UK SKU:P2880802, DELTA P:4.5, Brand:FLUIDSHIELD* Level 2, Sterile:No, Color:Blue with Orange Cross Hatch, Name:FLUIDSHIELD* Level 2 Fog-Free Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:Yes, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:Yes, Fluid Protection:Moderate, ASTM F2100-11:Yes, ASTM Level of Protection:2, SPLASH RESISTANCE (80,120,160):120, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-2-fog-free-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* Level 2 Fog-Free Surgical Mask,62113,"PFE (.1):≥ 98%, BFE (3):≥ 98%, Brand:FLUIDSHIELD* Level 2, Sterile:No, Color:Blue with Orange Cross Hatch, Name:FLUIDSHIELD* Level 2 Fog-Free Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:Yes, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:Yes, Fluid Protection:Moderate, ASTM F2100-11:Yes, ASTM Level of Protection:2, SPLASH RESISTANCE (80,120,160):120, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-2-fog-free-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* Level 1 Fog-Free Surgical Mask with SO SOFT* Lining,28806,"Level of Protection:Level 1, Color:Green, UK SKU:



P2880602, SPLASH RESISTANCE (80,120,160):80, DELTA P:3, BFE (3):99.9%, PFE (.1):98.8%, Fluid Protection:Low, ASTM Level of Protection:1, ASTM F2100-11:Yes, Fluid Resistant:Yes, Fog Resistance:Foam Band, SO SOFT* Lining:Yes, Brand:FLUIDSHIELD* Level 1, UNSPSC Classification:42131606, Sterile:No, Name:FLUIDSHIELD* Level 1 Fog-Free Surgical Mask with SO SOFT* Lining, Type:Surgical, Style:Pleat, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-1-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* Level 1 Surgical Mask with SO SOFT* Lining,41805,"FLUIDSHIELD* :N/A, SPLASH RESISTANCE (80,120,160):80, DELTA P:2.7, BFE (3):99.9%, PFE (.1):98.8%, Fluid Protection:Low, ASTM Level of Protection:1, ASTM F2100-11:Yes, Fluid Resistant:Yes, Size:Regular, SAFETY SEAL*:No, SO SOFT* Lining:Yes, Color:White, Style:Pleat, Level of Protection:Level 1, Brand:FLUIDSHIELD* Level 1, UNSPSC Classification:42131606, Sterile:No, Name:FLUIDSHIELD* Level 1 Surgical Mask with SO SOFT* Lining, Type:Surgical",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-level-1-surgical-mask-with-so-soft-lining.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,Surgical Mask,49701,"Color:Blue, PFE (.1):≥ 97%, Brand:HALYARD*, Sterile:No, Name:Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:No, Fluid Resistant:No, Fluid Protection:None, ASTM F2100-11:No, BFE (3):≥ 98%",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,Surgical Mask,48210,"Color:Blue with Heart Symbol, PFE (.1):≥ 98%, Brand:HALYARD*, Sterile:No, Name:Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:No, Fluid Resistant:No, Fluid Protection:None, ASTM F2100-11:No, BFE (3):≥ 98%",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,Surgical Mask,48296,"Color:White with Pink & Blue Teddy Bears, PFE (.1):≥ 97%, Brand:HALYARD*, Sterile:No, Name:Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:No, Fluid Resistant:No, Fluid Protection:None, ASTM F2100-11:No, BFE (3):≥ 98%",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,Surgical Mask,48390,"Color:White, PFE (.1):≥ 97%, Brand:HALYARD*, Sterile:No, Name:Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:No, Fluid Resistant:No, Fluid Protection:None, ASTM F2100-11:No, BFE (3):≥ 98%",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,Surgical Mask,48201,"Color:Blue, PFE (.1):≥ 97%, Brand:HALYARD*, Sterile:No, Name:Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:No, Fluid Resistant:No, Fluid Protection:None, ASTM F2100-11:No, BFE (3):≥ 98%",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,THE FRIENDLY* Surgical Mask,59928,", Brand:HALYARD*, Color:White, Name:THE FRIENDLY* Surgical Mask, UK SKU:P5992817, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 96%, PFE (.1):≥ 97%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/the-friendly-surgical-mask-3439.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,Fog-Free Surgical Mask,49310,"Color:White, BFE (3):≥ 98%, Brand:HALYARD*, Sterile:No, Name:Fog-Free Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:No, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:No, Fluid Protection:None, PFE (.1):≥ 98%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fog-free-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,Fog-Free Surgical Mask,49214,"Color:Blue, BFE (3):≥ 98%, Brand:HALYARD*, Sterile:No, Name:Fog-Free Surgical Mask, Type:Surgical, Style:Pleat, SO SOFT* Lining:No, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:No, Fluid Protection:None, PFE (.1):≥ 98%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fog-free-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,High Filtration Surgical Mask,47650,"Fog Resistance:Fog-Free with Foam Strip, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:Silver, Level of Protection:N/A, Name:High Filtration Surgical Mask, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 99%, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/high-filtration-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,High Filtration Surgical Mask,47625,"Fog Resistance:N/A, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:Silver, Level of Protection:N/A, Name:High Filtration Surgical Mask, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 99%, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/high-filtration-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,HALYARD* Anti-Fog Surgical Mask,49235,"Fog Resistance:Anti-Fog with Film Strip, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:Green, Level of Protection:N/A, Name:Anti-Fog Surgical Mask, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 99%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/anti-fog-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,HALYARD* Anti-Fog Surgical Mask,49215,"Fog Resistance:Anti-Fog with Adhesive on Clear Film Strip, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:Green, Level of Protection:N/A, Name:Anti-Fog Surgical Mask, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 99%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/anti-fog-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,"SOFT TOUCH* II Surgical Mask, Horizontal Ties, Blue",47500,", Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:Blue, Name:SOFT TOUCH* II Surgical Mask, Horizontal Ties, Blue, UK SKU:P4750001, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 97%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/soft-touch-ii-surgical-mask-horizontal-ties-blue.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,THE LITE ONE* Surgical Mask,48105,"Color:Green, Brand:THE LITE ONE*, UNSPSC Classification:42131606, Sterile:No, Level of Protection:N/A, Name:THE LITE ONE* Surgical Mask, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 98%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/the-lite-one-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,THE LITE ONE* Surgical Mask,62367,"Color:White, Brand:THE LITE ONE*, UNSPSC Classification:42131606, Sterile:No, Level of Protection:N/A, Name:THE LITE ONE* Surgical Mask, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 98%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/the-lite-one-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,THE LITE ONE* Surgical Mask,48100,"Color:Blue, Brand:THE LITE ONE*, UNSPSC Classification:42131606, Sterile:No, Level of Protection:N/A, Name:THE LITE ONE* Surgical Mask, Type:Surgical, Style:Pleat, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 98%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/the-lite-one-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,N95 Particulate Filter Respirator and Surgical Mask,62126,"Size:Regular, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:White, Type:Respirator, Level of Protection:Level 2, Name:N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:2, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):120, PFE (.1):≥ 99%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,N95 Particulate Filter Respirator and Surgical Mask,62355,"Size:Small, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:White, Type:Respirator, Level of Protection:Level 2, Name:N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:2, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):120, PFE (.1):≥ 99%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* N95 Particulate Filter Respirator and Surgical Mask,46828,"SAFETY SEAL*:No, Size:Small, Packaging:Individual Bag, DELTA P:N/A, Brand:FLUIDSHIELD*, UNSPSC Classification:42131606, Sterile:No, Color:Orange, Type:Respirator, Level of Protection:Level 3, Name:FLUIDSHIELD* Ported N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, FLUIDSHIELD* :Yes, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:3, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):160, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* N95 Particulate Filter Respirator and Surgical Mask,46728,"SAFETY SEAL*:No, Size:Regular, Packaging:Individual Bag, DELTA P:N/A, Brand:FLUIDSHIELD*, UNSPSC Classification:42131606, Sterile:No, Color:Orange, Type:Respirator, Level of Protection:Level 3, Name:FLUIDSHIELD* Ported N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, FLUIDSHIELD* :Yes, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:3, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):160, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* N95 Particulate Filter Respirator and Surgical Mask,46827,"SAFETY SEAL*:No, Size:Small, UK SKU:P4682715, Packaging:N/A, DELTA P:N/A, Brand:FLUIDSHIELD*, UNSPSC Classification:42131606, Sterile:No, Color:Orange, Type:Respirator, Level of Protection:Level 3, Name:FLUIDSHIELD* Ported N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, FLUIDSHIELD* :Yes, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:3, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):160, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* N95 Particulate Filter Respirator and Surgical Mask,46727,"SAFETY SEAL*:No, Size:Regular, UK SKU:P4672717, Packaging:N/A, DELTA P:N/A, Brand:FLUIDSHIELD*, UNSPSC Classification:42131606, Sterile:No, Color:Orange, Type:Respirator, Level of Protection:Level 3, Name:FLUIDSHIELD* Ported N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, FLUIDSHIELD* :Yes, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:3, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):160, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* N95 Particulate Filter Respirator and Surgical Mask,46867,"SAFETY SEAL*:Yes, Size:Small, Packaging:N/A, DELTA P:N/A, Brand:FLUIDSHIELD*, UNSPSC Classification:42131606, Sterile:No, Color:Orange, Type:Respirator, Level of Protection:Level 3, Name:FLUIDSHIELD* Ported N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, FLUIDSHIELD* :Yes, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:3, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):160, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,FLUIDSHIELD* N95 Particulate Filter Respirator and Surgical Mask,46767,"SAFETY SEAL*:Yes, Size:Regular, Packaging:N/A, DELTA P:N/A, Brand:FLUIDSHIELD*, UNSPSC Classification:42131606, Sterile:No, Color:Orange, Type:Respirator, Level of Protection:Level 3, Name:FLUIDSHIELD* Ported N95 Particulate Filter Respirator and Surgical Mask, Type:Respirator, FLUIDSHIELD* :Yes, SO SOFT* Lining:Yes, NIOSH:Yes, Fog Resistance:N/A, Fluid Resistant:Yes, ASTM Level of Protection:3, BFE (3):≥ 99%, SPLASH RESISTANCE (80,120,160):160, PFE (.1):≥ 99%, Items Per Box:35, Boxes Per Case:6, Items Per Case:210",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/fluidshield-n95-particulate-filter-respirator-and-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,HALYARD* Duckbill Surgical Mask,37525,"Color:Green, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Level of Protection:N/A, Name:HALYARD* Duckbill Surgical Mask, Type:Surgical, Style:Pouch, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 96%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 97%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/halyard-duckbill-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,HALYARD* Duckbill Surgical Mask,48220,"Color:Blue, Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Level of Protection:N/A, Name:HALYARD* Duckbill Surgical Mask, Type:Surgical, Style:Pouch, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 96%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 97%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/halyard-duckbill-surgical-mask.html
Halyard Health,Facial & Respiratory Protection,Masks & Respirators,HALYARD* Duckbill Fog-Free Surgical Mask,49216,", Brand:HALYARD*, UNSPSC Classification:42131606, Sterile:No, Color:Blue, Name:HALYARD* Duckbill Fog-Free Surgical Mask, UK SKU:P4921637, Type:Surgical, Style:Pouch, Fog Resistance:Fog-Free with Foam Strip, Fluid Resistant:No, Fluid Protection:None, BFE (3):≥ 98%, SPLASH RESISTANCE (80,120,160):0, PFE (.1):≥ 99%, Items Per Box:50, Boxes Per Case:6, Items Per Case:300",https://products.halyardhealth.com/infection-prevention/facial-respiratory-protection/masks-respirators/duckbill-fog-free-surgical-mask.html
